rna-AC1QDN_002142-R1	rna-AC1QDN_002142-R1	4653
rna-AC1QDN_003848-R1	rna-AC1QDN_003848-R1	1209
rna-AC1QDN_012951-R1	rna-AC1QDN_012951-R1	2274
rna-AC1QDN_004271-R6	rna-AC1QDN_004271-R6	1266
rna-AC1QDN_004271-R3	rna-AC1QDN_004271-R3	1386
rna-AC1QDN_004271-R7	rna-AC1QDN_004271-R7	1152
rna-AC1QDN_004271-R1	rna-AC1QDN_004271-R1	1452
rna-AC1QDN_004271-R2	rna-AC1QDN_004271-R2	1404
rna-AC1QDN_004271-R4	rna-AC1QDN_004271-R4	1359
rna-AC1QDN_004271-R5	rna-AC1QDN_004271-R5	1314
rna-AC1QDN_005749-R1	rna-AC1QDN_005749-R1	1755
rna-AC1QDN_017795-R3	rna-AC1QDN_017795-R3	2313
rna-AC1QDN_017795-R1	rna-AC1QDN_017795-R1	2253
rna-AC1QDN_017795-R2	rna-AC1QDN_017795-R2	2250
rna-AC1QDN_007908-R1	rna-AC1QDN_007908-R1	1236
rna-AC1QDN_007897-R1	rna-AC1QDN_007897-R1	1287
rna-AC1QDN_007897-R2	rna-AC1QDN_007897-R2	1146
rna-AC1QDN_004080-R2	rna-AC1QDN_004080-R2	399
rna-AC1QDN_004080-R1	rna-AC1QDN_004080-R1	480
rna-AC1QDN_015065-R1	rna-AC1QDN_015065-R1	2346
rna-AC1QDN_015065-R2	rna-AC1QDN_015065-R2	2271
rna-AC1QDN_004275-R1	rna-AC1QDN_004275-R1	1212
rna-AC1QDN_004276-R1	rna-AC1QDN_004276-R1	843
rna-AC1QDN_004277-R1	rna-AC1QDN_004277-R1	783
rna-AC1QDN_004279-R1	rna-AC1QDN_004279-R1	780
rna-AC1QDN_004268-R1	rna-AC1QDN_004268-R1	1725
rna-AC1QDN_004268-R2	rna-AC1QDN_004268-R2	1713
rna-AC1QDN_004268-R3	rna-AC1QDN_004268-R3	1791
rna-AC1QDN_004265-R2	rna-AC1QDN_004265-R2	2877
rna-AC1QDN_004265-R4	rna-AC1QDN_004265-R4	2748
rna-AC1QDN_004265-R3	rna-AC1QDN_004265-R3	2877
rna-AC1QDN_004265-R1	rna-AC1QDN_004265-R1	3003
rna-AC1QDN_004274-R1	rna-AC1QDN_004274-R1	1407
rna-AC1QDN_004374-R1	rna-AC1QDN_004374-R1	2589
rna-AC1QDN_004374-R2	rna-AC1QDN_004374-R2	2130
rna-AC1QDN_004374-R3	rna-AC1QDN_004374-R3	2130
rna-AC1QDN_003847-R2	rna-AC1QDN_003847-R2	885
rna-AC1QDN_003847-R1	rna-AC1QDN_003847-R1	990
rna-AC1QDN_013049-R1	rna-AC1QDN_013049-R1	1011
rna-AC1QDN_013049-R2	rna-AC1QDN_013049-R2	975
rna-AC1QDN_004270-R4	rna-AC1QDN_004270-R4	1488
rna-AC1QDN_004270-R1	rna-AC1QDN_004270-R1	1746
rna-AC1QDN_004270-R3	rna-AC1QDN_004270-R3	1707
rna-AC1QDN_004270-R2	rna-AC1QDN_004270-R2	1707
rna-AC1QDN_004266-R1	rna-AC1QDN_004266-R1	1971
rna-AC1QDN_004266-R4	rna-AC1QDN_004266-R4	1833
rna-AC1QDN_004266-R2	rna-AC1QDN_004266-R2	1968
rna-AC1QDN_004266-R3	rna-AC1QDN_004266-R3	1962
rna-AC1QDN_004278-R1	rna-AC1QDN_004278-R1	780
rna-AC1QDN_004267-R1	rna-AC1QDN_004267-R1	1716
rna-AC1QDN_004267-R2	rna-AC1QDN_004267-R2	1794
rna-AC1QDN_004264-R2	rna-AC1QDN_004264-R2	3069
rna-AC1QDN_004264-R6	rna-AC1QDN_004264-R6	2940
rna-AC1QDN_004264-R4	rna-AC1QDN_004264-R4	3069
rna-AC1QDN_004264-R3	rna-AC1QDN_004264-R3	3069
rna-AC1QDN_004264-R5	rna-AC1QDN_004264-R5	3006
rna-AC1QDN_004264-R1	rna-AC1QDN_004264-R1	3195
rna-AC1QDN_004273-R1	rna-AC1QDN_004273-R1	1407
rna-AC1QDN_003905-R1	rna-AC1QDN_003905-R1	2490
rna-AC1QDN_003905-R2	rna-AC1QDN_003905-R2	2130
rna-AC1QDN_003905-R3	rna-AC1QDN_003905-R3	2130
rna-AC1QDN_003906-R2	rna-AC1QDN_003906-R2	882
rna-AC1QDN_003906-R1	rna-AC1QDN_003906-R1	987
rna-AC1QDN_010280-R2	rna-AC1QDN_010280-R2	975
rna-AC1QDN_010280-R1	rna-AC1QDN_010280-R1	1011
rna-AC1QDN_004269-R1	rna-AC1QDN_004269-R1	1746
rna-AC1QDN_004269-R2	rna-AC1QDN_004269-R2	1707
rna-AC1QDN_002150-R1	rna-AC1QDN_002150-R1	2361
rna-AC1QDN_010445-R2	rna-AC1QDN_010445-R2	1833
rna-AC1QDN_010445-R1	rna-AC1QDN_010445-R1	2145
rna-AC1QDN_010492-R3	rna-AC1QDN_010492-R3	1014
rna-AC1QDN_010492-R1	rna-AC1QDN_010492-R1	1014
rna-AC1QDN_010492-R2	rna-AC1QDN_010492-R2	1014
rna-AC1QDN_010506-R1	rna-AC1QDN_010506-R1	807
rna-AC1QDN_010506-R8	rna-AC1QDN_010506-R8	741
rna-AC1QDN_010506-R2	rna-AC1QDN_010506-R2	741
rna-AC1QDN_010506-R3	rna-AC1QDN_010506-R3	741
rna-AC1QDN_010506-R4	rna-AC1QDN_010506-R4	741
rna-AC1QDN_010506-R5	rna-AC1QDN_010506-R5	741
rna-AC1QDN_010506-R7	rna-AC1QDN_010506-R7	741
rna-AC1QDN_010506-R9	rna-AC1QDN_010506-R9	741
rna-AC1QDN_010506-R6	rna-AC1QDN_010506-R6	741
rna-AC1QDN_010460-R1	rna-AC1QDN_010460-R1	1170
rna-AC1QDN_010460-R2	rna-AC1QDN_010460-R2	1029
rna-AC1QDN_002160-R1	rna-AC1QDN_002160-R1	843
rna-AC1QDN_019096-R1	rna-AC1QDN_019096-R1	3732
rna-AC1QDN_011652-R1	rna-AC1QDN_011652-R1	1626
rna-AC1QDN_009905-R1	rna-AC1QDN_009905-R1	1161
rna-AC1QDN_009905-R2	rna-AC1QDN_009905-R2	1062
rna-AC1QDN_002166-R1	rna-AC1QDN_002166-R1	735
rna-AC1QDN_002173-R1	rna-AC1QDN_002173-R1	4518
rna-AC1QDN_010472-R5	rna-AC1QDN_010472-R5	786
rna-AC1QDN_010472-R3	rna-AC1QDN_010472-R3	978
rna-AC1QDN_010472-R4	rna-AC1QDN_010472-R4	915
rna-AC1QDN_010472-R1	rna-AC1QDN_010472-R1	1107
rna-AC1QDN_010472-R2	rna-AC1QDN_010472-R2	1023
rna-AC1QDN_010545-R1	rna-AC1QDN_010545-R1	738
rna-AC1QDN_010537-R1	rna-AC1QDN_010537-R1	804
rna-AC1QDN_010423-R1	rna-AC1QDN_010423-R1	2451
rna-AC1QDN_010423-R3	rna-AC1QDN_010423-R3	2421
rna-AC1QDN_010423-R5	rna-AC1QDN_010423-R5	2319
rna-AC1QDN_001202-R1	rna-AC1QDN_001202-R1	1536
rna-AC1QDN_002179-R1	rna-AC1QDN_002179-R1	2079
rna-AC1QDN_005538-R1	rna-AC1QDN_005538-R1	1536
rna-AC1QDN_017421-R1	rna-AC1QDN_017421-R1	6279
rna-AC1QDN_017421-R3	rna-AC1QDN_017421-R3	6237
rna-AC1QDN_017421-R5	rna-AC1QDN_017421-R5	6216
rna-AC1QDN_017421-R6	rna-AC1QDN_017421-R6	6174
