LOC_00002330-mRNA-1	LOC_00002330	246
LOC_00002331-mRNA-1	LOC_00002331	570
LOC_00002331-mRNA-2	LOC_00002331	603
LOC_00002331-mRNA-3	LOC_00002331	927
LOC_00002331-mRNA-4	LOC_00002331	825
LOC_00002331-mRNA-5	LOC_00002331	672
LOC_00002331-mRNA-6	LOC_00002331	672
LOC_00002332-mRNA-1	LOC_00002332	1731
LOC_00002332-mRNA-2	LOC_00002332	3534
LOC_00002332-mRNA-3	LOC_00002332	3420
LOC_00002332-mRNA-4	LOC_00002332	3423
LOC_00002332-mRNA-5	LOC_00002332	1650
LOC_00002332-mRNA-6	LOC_00002332	3444
LOC_00002332-mRNA-7	LOC_00002332	3453
LOC_00002332-mRNA-8	LOC_00002332	3570
LOC_00002332-mRNA-9	LOC_00002332	3456
LOC_00002332-mRNA-10	LOC_00002332	2841
LOC_00002332-mRNA-11	LOC_00002332	2841
LOC_00002332-mRNA-12	LOC_00002332	2760
LOC_00002332-mRNA-13	LOC_00002332	2073
LOC_00002332-mRNA-14	LOC_00002332	387
LOC_00002333-mRNA-1	LOC_00002333	534
LOC_00002333-mRNA-2	LOC_00002333	537
LOC_00002333-mRNA-3	LOC_00002333	537
LOC_00002333-mRNA-4	LOC_00002333	606
LOC_00002333-mRNA-5	LOC_00002333	534
LOC_00002333-mRNA-6	LOC_00002333	627
LOC_00002333-mRNA-7	LOC_00002333	468
LOC_00002333-mRNA-8	LOC_00002333	531
LOC_00002334-mRNA-1	LOC_00002334	6120
LOC_00002334-mRNA-2	LOC_00002334	6117
LOC_00002334-mRNA-3	LOC_00002334	5913
LOC_00002334-mRNA-4	LOC_00002334	5913
LOC_00002334-mRNA-5	LOC_00002334	6411
LOC_00002335-mRNA-1	LOC_00002335	681
LOC_00002335-mRNA-2	LOC_00002335	798
LOC_00002335-mRNA-3	LOC_00002335	798
LOC_00002335-mRNA-4	LOC_00002335	801
LOC_00002336-mRNA-1	LOC_00002336	459
LOC_00002337-mRNA-1	LOC_00002337	2175
LOC_00002337-mRNA-2	LOC_00002337	2235
LOC_00002337-mRNA-3	LOC_00002337	2235
LOC_00002337-mRNA-4	LOC_00002337	2235
LOC_00002337-mRNA-5	LOC_00002337	2235
LOC_00002337-mRNA-6	LOC_00002337	2235
LOC_00002337-mRNA-7	LOC_00002337	2193
LOC_00002337-mRNA-10	LOC_00002337	2235
LOC_00002337-mRNA-8	LOC_00002337	2235
LOC_00002337-mRNA-9	LOC_00002337	2235
LOC_00002337-mRNA-11	LOC_00002337	2235
LOC_00002338-mRNA-1	LOC_00002338	789
LOC_00002338-mRNA-2	LOC_00002338	789
LOC_00002339-mRNA-1	LOC_00002339	2733
LOC_00002340-mRNA-1	LOC_00002340	816
LOC_00002341-mRNA-1	LOC_00002341	2925
LOC_00002341-mRNA-2	LOC_00002341	2925
LOC_00002342-mRNA-1	LOC_00002342	882
LOC_00002343-mRNA-1	LOC_00002343	2115
LOC_00002344-mRNA-1	LOC_00002344	507
LOC_00002344-mRNA-2	LOC_00002344	399
LOC_00002344-mRNA-3	LOC_00002344	306
LOC_00002345-mRNA-1	LOC_00002345	2397
LOC_00002345-mRNA-2	LOC_00002345	2388
LOC_00002346-mRNA-1	LOC_00002346	9468
LOC_00002346-mRNA-2	LOC_00002346	10677
LOC_00002346-mRNA-3	LOC_00002346	10677
LOC_00002347-mRNA-1	LOC_00002347	1176
LOC_00002347-mRNA-2	LOC_00002347	1176
LOC_00002348-mRNA-1	LOC_00002348	1044
LOC_00002348-mRNA-2	LOC_00002348	1155
