# DIAMOND v2.2.1. http://github.com/bbuchfink/diamond 
# Invocation: diamond blastp -d Heloderma_suspectum.chrZ-only.peptides.dmnd -q Heloderma_suspectum.chrW_PAR.peptides.fasta.gz -o sheffermannm/heloderma_only/PAR/blast_results/PAR_wGenes_to_all_zGenes_all_isoforms.tsv --unal 1 --max-target-seqs 5 --header
# Fields: Query Seq - id, Subject Seq - id, Percentage of identical matches, Alignment length, Number of mismatches, Number of gap openings, Start of alignment in query, End of alignment in query, Start of alignment in subject, End of alignment in subject, Expect value, Bit score
LOC_00021238-mRNA-1	LOC_00019012-mRNA-1	100	304	0	0	1	304	1	304	1.12e-212	577
LOC_00021239-mRNA-1	LOC_00019013-mRNA-1	100	426	0	0	1	426	1	426	1.15e-294	830
LOC_00021241-mRNA-1	LOC_00019016-mRNA-1	100	82	0	0	1	82	1	82	2.93e-59	171
LOC_00021240-mRNA-1	LOC_00019015-mRNA-1	100	481	0	0	1	481	1	481	0.0	1020
LOC_00021242-mRNA-1	LOC_00019017-mRNA-1	100	340	0	0	1	340	1	340	1.03e-267	719
LOC_00021242-mRNA-1	LOC_00019144-mRNA-1	66.6	341	111	2	1	340	24	362	2.03e-176	489
LOC_00021242-mRNA-1	LOC_00019145-mRNA-1	64.4	340	121	0	1	340	24	363	1.09e-171	478
LOC_00021242-mRNA-1	LOC_00019034-mRNA-1	60.7	341	132	1	2	340	25	365	2.80e-158	444
LOC_00021243-mRNA-1	LOC_00019018-mRNA-1	100	544	0	0	1	544	1	544	0.0	1120
LOC_00021244-mRNA-1	LOC_00019019-mRNA-1	100	123	0	0	1	123	1	123	2.88e-85	240
LOC_00021245-mRNA-1	LOC_00019020-mRNA-3	97.5	639	1	1	1	624	1	639	0.0	1221
LOC_00021246-mRNA-1	LOC_00019021-mRNA-1	100	937	0	0	1	937	1	937	0.0	1826
LOC_00021247-mRNA-1	LOC_00019022-mRNA-1	100	76	0	0	1	76	1	76	1.78e-55	161
LOC_00021248-mRNA-1	LOC_00019023-mRNA-1	100	88	0	0	1	88	1	88	2.06e-64	185
LOC_00021249-mRNA-1	LOC_00019024-mRNA-1	99.5	605	3	0	1	605	1	605	1.95e-276	764
LOC_00021250-mRNA-1	LOC_00019025-mRNA-1	99.3	596	4	0	1	596	1	596	0.0	1003
LOC_00021251-mRNA-1	LOC_00019026-mRNA-1	99.9	677	1	0	1	677	1	677	0.0	1357
LOC_00021252-mRNA-1	LOC_00019027-mRNA-1	100	327	0	0	1	327	1	327	2.46e-170	472
LOC_00021253-mRNA-1	LOC_00019029-mRNA-1	100	317	0	0	1	317	1	317	1.72e-218	593
LOC_00021254-mRNA-1	LOC_00019030-mRNA-1	100	198	0	0	1	198	1	198	6.52e-141	387
LOC_00021257-mRNA-1	LOC_00019033-mRNA-1	100	68	0	0	1	68	1	68	3.33e-43	130
LOC_00021255-mRNA-1	LOC_00019031-mRNA-1	98.4	126	2	0	1	126	1	126	1.12e-88	249
LOC_00021255-mRNA-1	LOC_00019303-mRNA-1	61.1	36	7	2	68	96	6	41	1.36e-05	37.7
LOC_00021256-mRNA-1	LOC_00019032-mRNA-1	100	184	0	0	1	184	1	184	1.20e-81	236
LOC_00021258-mRNA-1	LOC_00019034-mRNA-1	100	365	0	0	1	365	1	365	6.94e-290	778
LOC_00021258-mRNA-1	LOC_00019145-mRNA-1	64.4	365	128	1	1	365	1	363	8.74e-180	499
LOC_00021258-mRNA-1	LOC_00019144-mRNA-1	62.6	366	132	3	1	365	1	362	1.30e-169	473
LOC_00021258-mRNA-1	LOC_00019017-mRNA-1	60.7	341	132	1	25	365	2	340	1.49e-158	444
LOC_00021259-mRNA-1	LOC_00019035-mRNA-1	100	158	0	0	1	158	1	158	6.40e-117	323
