# DIAMOND v2.1.12. http://github.com/bbuchfink/diamond
# Invocation: diamond blastp -d Heloderma_suspectum.chrW-only_PAR-masked.peptides.dmnd -q Heloderma_suspectum.chrZ-only.peptides.fasta.gz -o sheffermannm/blast_results/zGenes_to_all_wGenes_all_isoforms.tsv --unal 1 --max-target-seqs 5 --header
# Fields: Query ID, Subject ID, Percentage of identical matches, Alignment length, Number of mismatches, Number of gap openings, Start of alignment in query, End of alignment in query, Start of alignment in subject, End of alignment in subject, Expected value, Bit score
LOC_00019013-mRNA-1	LOCW_00021309-mRNA-1	42.0	419	188	10	1	416	1	367	6.49e-67	227
LOC_00019014-mRNA-1	LOCW_00021309-mRNA-3	94.1	337	18	1	1	335	1	337	3.43e-229	634
LOC_00019028-mRNA-1	LOCW_00021299-mRNA-1	42.6	188	108	0	40	227	1	188	1.69e-45	147
LOC_00019028-mRNA-1	LOCW_00021290-mRNA-1	45.6	147	80	0	34	180	93	239	1.46e-37	127
LOC_00019031-mRNA-1	LOCW_00021299-mRNA-1	64.5	31	6	1	68	93	123	153	5.21e-04	32.7
LOC_00019042-mRNA-1	LOCW_00021358-mRNA-1	32.2	283	164	9	835	1106	478	743	1.79e-33	133
LOC_00019046-mRNA-1	LOCW_00021405-mRNA-2	35.7	129	75	4	419	545	474	596	6.39e-13	65.5
LOC_00019048-mRNA-1	LOCW_00021400-mRNA-1	89.0	91	10	0	1	91	1	91	1.64e-53	169
LOC_00019051-mRNA-1	LOCW_00021399-mRNA-1	91.2	227	20	0	188	414	25	251	7.65e-154	430
LOC_00019052-mRNA-1	LOCW_00021304-mRNA-1	88.8	107	12	0	529	635	1	107	7.90e-57	182
LOC_00019052-mRNA-1	LOCW_00021365-mRNA-1	26.0	327	50	3	173	307	3	329	3.37e-25	102
LOC_00019062-mRNA-1	LOCW_00021365-mRNA-1	50.6	340	144	4	180	506	1	329	1.03e-114	348
LOC_00019062-mRNA-1	LOCW_00021364-mRNA-1	52.5	183	85	1	258	438	1	183	1.83e-57	189
LOC_00019062-mRNA-1	LOCW_00021304-mRNA-1	84.1	107	17	0	728	834	1	107	4.92e-53	174
LOC_00019063-mRNA-1	LOCW_00021304-mRNA-1	84.9	106	16	0	266	371	2	107	1.91e-55	172
LOC_00019064-mRNA-1	LOCW_00021304-mRNA-1	89.7	107	11	0	310	416	1	107	3.98e-59	183
LOC_00019064-mRNA-1	LOCW_00021365-mRNA-1	61.5	91	32	1	1	88	239	329	2.50e-33	123
LOC_00019065-mRNA-1	LOCW_00021304-mRNA-1	86.9	107	14	0	461	567	1	107	1.04e-56	181
LOC_00019065-mRNA-1	LOCW_00021365-mRNA-1	26.9	335	65	6	90	244	1	335	9.74e-27	106
LOC_00019066-mRNA-1	LOCW_00021304-mRNA-1	86.9	107	14	0	512	618	1	107	1.23e-55	179
LOC_00019066-mRNA-1	LOCW_00021365-mRNA-1	69.1	55	17	0	140	194	1	55	1.04e-20	88.6
LOC_00019069-mRNA-1	LOCW_00021397-mRNA-1	75.3	389	88	3	8	395	15	396	1.71e-162	476
LOC_00019069-mRNA-4	LOCW_00021396-mRNA-1	61.7	214	64	4	206	405	61	270	2.14e-63	207
LOC_00019070-mRNA-1	LOCW_00021397-mRNA-2	60.8	922	311	11	32	942	35	917	1.64e-282	803
LOC_00019070-mRNA-1	LOCW_00021396-mRNA-1	69.7	211	64	0	416	626	61	271	1.92e-74	240
LOC_00019076-mRNA-1	LOCW_00021389-mRNA-1	92.3	1095	83	1	1	1095	1	1094	0.0	2011
LOC_00019077-mRNA-1	LOCW_00021372-mRNA-1	91.7	133	11	0	1	133	1	133	3.22e-78	224
LOC_00019078-mRNA-1	LOCW_00021392-mRNA-1	94.1	786	46	0	1	786	1	786	0.0	1472
LOC_00019083-mRNA-1	LOCW_00021385-mRNA-2	93.6	360	23	0	1	360	1	360	2.13e-254	686
LOC_00019085-mRNA-1	LOCW_00021387-mRNA-1	75.6	156	37	1	100	255	1	155	4.88e-45	146
LOC_00019090-mRNA-1	LOCW_00021395-mRNA-1	87.2	211	8	1	98	289	158	368	6.65e-122	348
LOC_00019091-mRNA-1	LOCW_00021359-mRNA-1	56.4	39	17	0	34	72	37	75	1.67e-07	40.4
LOC_00019091-mRNA-1	LOCW_00021341-mRNA-1	58.8	34	14	0	34	67	145	178	3.57e-07	40.8
