# DIAMOND v2.2.1. http://github.com/bbuchfink/diamond
# Invocation: diamond blastp -d Varanus_acanthurus/Varanus_acanthurus_chrW.peptides.dmnd -q Varanus_acanthurus/Varanus_acanthurus_chrZ.peptides.clean.fasta -o sheffermannm/varanus_only/blast_results/zGenes_to_all_wGenes_all_isoforms.tsv --unal 1 --max-target-seqs 5 --header
# Fields: Query Seq - id, Subject Seq - id, Percentage of identical matches, Alignment length, Number of mismatches, Number of gap openings, Start of alignment in query, End of alignment in query, Start of alignment in subject, End of alignment in subject, Expect value, Bit score
LOCZ_00019378-mRNA-2	LOC_00019378-mRNA-1	100	67	0	0	1	67	46	112	1.22e-36	127
LOCZ_00019343-mRNA-1	LOC_00019343-mRNA-1	74.7	727	143	7	1	714	1	699	0.0	928
LOCZ_00019334-mRNA-1	LOC_00019334-mRNA-1	97.7	220	5	0	1	220	1	220	2.35e-160	436
LOCZ_00019329-mRNA-1	LOC_00019329-mRNA-1	91.9	209	17	0	1	209	1	209	7.57e-147	401
LOCZ_00019325-mRNA-2	LOC_00019325-mRNA-3	80.0	245	49	0	45	289	1	245	5.51e-141	405
LOCZ_00019323-mRNA-1	LOC_00019323-mRNA-2	88.8	80	9	0	64	143	2	81	1.37e-47	143
LOCZ_00019322-mRNA-1	LOC_00019322-mRNA-1	77.2	114	26	0	467	580	72	185	4.46e-50	169
LOCZ_00019306-mRNA-1	LOC_00019306-mRNA-5	82.6	92	16	0	153	244	1	92	6.54e-49	151
LOCZ_00019305-mRNA-1	LOC_00019305-mRNA-1	83.7	853	105	6	1	821	1	851	0.0	1209
LOCZ_00019301-mRNA-2	LOC_00019301-mRNA-2	100	16	0	0	1	16	162	177	8.00e-05	37.0
LOCZ_00019299-mRNA-1	LOC_00019299-mRNA-1	73.0	753	179	9	1	746	1	736	0.0	979
LOCZ_00019285-mRNA-1	LOC_00019285-mRNA-1	86.8	409	52	1	1	407	1	409	7.14e-233	635
LOCZ_00019285-mRNA-1	LOC_00019219-mRNA-2	31.3	112	74	2	84	194	11	120	3.92e-09	51.6
LOCZ_00019284-mRNA-1	LOC_00019284-mRNA-1	95.0	161	8	0	1	161	8	168	7.48e-107	296
LOCZ_00019282-mRNA-1	LOC_00019282-mRNA-1	80.3	804	142	5	348	1145	1	794	0.0	1186
LOCZ_00019277-mRNA-2	LOC_00019277-mRNA-2	79.9	149	30	0	1	149	1	149	2.22e-83	236
LOCZ_00019274-mRNA-1	LOC_00019274-mRNA-1	89.1	247	27	0	1	247	1	247	2.53e-182	494
LOCZ_00019267-mRNA-3	LOC_00019267-mRNA-3	76.8	327	75	1	13	339	13	338	2.00e-174	482
LOCZ_00019266-mRNA-3	LOC_00019114-mRNA-1	36.0	114	73	0	15	128	14	127	2.59e-19	85.1
LOCZ_00019264-mRNA-1	LOC_00019264-mRNA-1	99.0	689	7	0	89	777	36	724	0.0	1384
LOCZ_00019256-mRNA-3	LOC_00019256-mRNA-1	96.0	247	10	0	1	247	73	319	1.87e-176	483
LOCZ_00019231-mRNA-1	LOC_00019231-mRNA-2	86.7	105	14	0	271	375	1	105	2.87e-64	194
LOCZ_00019233-mRNA-15	LOC_00019233-mRNA-15	96.8	187	6	0	1	187	1	187	4.46e-134	368
LOCZ_00019236-mRNA-6	LOC_00019236-mRNA-6	97.2	318	9	0	1	318	88	405	1.60e-186	514
LOCZ_00019246-mRNA-1	LOC_00019246-mRNA-1	77.7	224	42	1	1	216	1	224	1.86e-118	330
LOCZ_00019219-mRNA-1	LOC_00019219-mRNA-2	82.7	375	53	5	1	369	1	369	1.96e-215	593
LOCZ_00019219-mRNA-1	LOC_00019285-mRNA-4	29.5	105	73	1	17	121	2	105	5.63e-09	51.2
LOCZ_00002393-mRNA-1_1	LOC_00000475-mRNA-1_7	99.3	301	2	0	1	301	177	477	2.76e-216	592
LOCZ_00002393-mRNA-1_1	LOC_00003021-mRNA-1_7	86.7	301	40	0	1	301	1	301	3.05e-190	519
LOCZ_00002393-mRNA-1_1	LOC_00004482-mRNA-1_2	87.0	301	39	0	1	301	177	477	2.01e-188	521
LOCZ_00002393-mRNA-1_1	LOC_00003949-mRNA-1_4	84.7	301	46	0	1	301	1	301	1.88e-184	504
LOCZ_00002393-mRNA-1_1	LOC_00000341-mRNA-1_4	86.3	291	40	0	1	291	187	477	1.42e-178	496
LOCZ_00019218-mRNA-1	LOC_00019218-mRNA-1	80.0	90	17	1	43	131	1	90	5.04e-38	129
LOCZ_00019211-mRNA-4	LOC_00019211-mRNA-4	99.5	182	1	0	1	182	1	182	1.62e-121	335
LOCZ_00019211-mRNA-4	LOC_00019209-mRNA-2	53.2	141	49	3	43	167	15	154	9.78e-32	114
LOCZ_00019209-mRNA-1	LOC_00019209-mRNA-1	91.8	757	56	1	1	757	1	751	0.0	1330
LOCZ_00019209-mRNA-1	LOC_00019211-mRNA-2	53.2	186	60	4	33	193	12	195	5.73e-47	159
LOCZ_00019207-mRNA-4	LOC_00019207-mRNA-4	92.3	364	23	2	1	359	1	364	1.22e-251	679
LOCZ_00019204-mRNA-2	LOC_00019204-mRNA-2	96.8	555	16	1	3	557	3	555	0.0	1027
LOCZ_00019203-mRNA-1	LOC_00019203-mRNA-1	90.8	435	37	1	274	708	1	432	6.36e-264	728
LOCZ_00019201-mRNA-3	LOC_00019201-mRNA-3	87.4	530	45	3	19	540	9	524	0.0	908
LOCZ_00019197-mRNA-2	LOC_00019197-mRNA-2	83.7	424	50	3	1	422	1	407	1.18e-204	566
LOCZ_00008121-mRNA-1_2	LOC_00008121-mRNA-1_1	99.0	207	2	0	1	207	1	207	1.37e-148	405
LOCZ_00008121-mRNA-1_2	LOC_00003949-mRNA-1_4	98.6	207	3	0	1	207	1	207	6.93e-146	402
LOCZ_00008121-mRNA-1_2	LOC_00003021-mRNA-1_7	98.1	207	4	0	1	207	1	207	1.98e-145	401
LOCZ_00008121-mRNA-1_2	LOC_00003072-mRNA-1	99.5	203	1	0	1	203	47	249	3.41e-145	399
LOCZ_00008121-mRNA-1_2	LOC_00000341-mRNA-1_4	98.1	207	4	0	1	207	187	393	7.20e-143	401
LOCZ_00019193-mRNA-8	LOC_00019193-mRNA-8	80.4	51	10	0	46	96	4	54	2.08e-20	79.0
LOCZ_00020637-mRNA-1_4	LOC_00008416-mRNA-1_1	97.8	371	8	0	1	371	1	371	1.80e-267	720
LOCZ_00020637-mRNA-1_4	LOC_00010303-mRNA-1_5	97.8	371	8	0	1	371	363	733	4.86e-260	717
LOCZ_00020637-mRNA-1_4	LOC_00000341-mRNA-1_4	92.7	370	27	0	2	371	2	371	1.30e-249	679
LOCZ_00020637-mRNA-1_4	LOC_00000475-mRNA-1_7	94.2	361	21	0	11	371	1	361	1.01e-246	672
LOCZ_00020637-mRNA-1_4	LOC_00020998-mRNA-1_1	99.7	336	1	0	1	336	267	602	2.98e-243	668
