# DIAMOND v2.2.1. http://github.com/bbuchfink/diamond
# Invocation: diamond blastp -d Varanus_acanthurus/Varanus_acanthurus_chrZ.peptides.dmnd -q Varanus_acanthurus/Varanus_acanthurus_chrW.peptides.clean.fasta -o sheffermannm/varanus_only/blast_results/wGenes_to_all_zGenes_all_isoforms.tsv --unal 1 --max-target-seqs 5 --header
# Fields: Query Seq - id, Subject Seq - id, Percentage of identical matches, Alignment length, Number of mismatches, Number of gap openings, Start of alignment in query, End of alignment in query, Start of alignment in subject, End of alignment in subject, Expect value, Bit score
LOC_00019378-mRNA-2	LOCZ_00019378-mRNA-1	100	38	0	0	1	38	46	83	6.03e-21	77.8
LOC_00019156-mRNA-1	LOCZ_00019156-mRNA-1	90.0	1335	133	0	1	1335	164	1498	0.0	2241
LOC_00019160-mRNA-3	LOCZ_00019160-mRNA-2	60.0	40	16	0	1	40	297	336	1.37e-10	48.5
LOC_00019093-mRNA-1	LOCZ_00019093-mRNA-1	83.3	42	7	0	1	42	398	439	2.66e-18	70.5
LOC_00019285-mRNA-1	LOCZ_00019285-mRNA-1	86.8	409	52	1	1	409	1	407	5.61e-231	632
LOC_00019285-mRNA-1	LOCZ_00019219-mRNA-2	33.8	77	49	1	84	160	11	85	3.08e-07	47.0
LOC_00003689-mRNA-1_1	LOCZ_00020637-mRNA-1_4	91.0	166	15	0	1	166	187	352	3.55e-106	303
LOC_00003689-mRNA-1_1	LOCZ_00002393-mRNA-1_1	90.4	166	16	0	1	166	1	166	4.90e-105	298
LOC_00003689-mRNA-1_1	LOCZ_00008121-mRNA-1_2	87.3	166	21	0	1	166	1	166	4.37e-101	285
LOC_00003072-mRNA-1	LOCZ_00020637-mRNA-1_4	91.3	231	20	0	1	231	141	371	2.22e-149	417
LOC_00003072-mRNA-1	LOCZ_00008121-mRNA-1_2	99.5	203	1	0	47	249	1	203	1.94e-144	398
LOC_00003072-mRNA-1	LOCZ_00002393-mRNA-1_1	86.7	203	27	0	47	249	1	203	1.32e-122	346
LOC_00008121-mRNA-1_1	LOCZ_00008121-mRNA-1_2	99.0	207	2	0	1	207	1	207	3.21e-148	405
LOC_00008121-mRNA-1_1	LOCZ_00002393-mRNA-1_1	85.0	207	31	0	1	207	1	207	8.82e-124	347
LOC_00008121-mRNA-1_1	LOCZ_00020637-mRNA-1_4	89.7	185	19	0	1	185	187	371	5.90e-114	325
LOC_00019211-mRNA-1	LOCZ_00019211-mRNA-3	99.5	197	1	0	1	197	1	197	9.22e-134	368
LOC_00004198-mRNA-1_1	LOCZ_00020637-mRNA-1_4	92.4	264	20	0	1	264	105	368	1.94e-175	483
LOC_00004198-mRNA-1_1	LOCZ_00002393-mRNA-1_1	94.0	182	11	0	83	264	1	182	3.46e-117	333
